text,intent
"i cracked my card, order a new one",87
when will my package arrive,84
what amount did i spend for food on chase visa on current bill,68
i need to know the title of this song,21
what is the minimum required payment for my cell phone bill,143
what is the meaning of altruism,139
make an alarm for one and two in the morning,83
let me know my vacation time,126
a w2 form is obtainable where,122
can you check if my order has been delivered,84
is there a room big enough for 10 people from monday to tuesday in manhattan,116
tell me how many much fat is in the hamburger,1
please talk to me in spanish,29
how long will the wait time be at the cheese cake factory,102
when do i get my next day off,140
"my car's tires are due to be looked at, can you help me get an appointment for that",131
give me the date my bill is due,56
what is the definition of intelligent,139
how many euros can i exchange for 5 us dollars,38
can you find some instructions on how to change my oil,3
what is my balance in checking account,35
can you pull up my most recent transactions,68
what do the plugs look like in japan,120
i would like to upgrade to full coverage for my car,42
air amount in tires,98
can you please cancel,147
does tony's in downton let you make reservations,9
i desire to apply for a bank of america travel rewards credit card,91
"i want to hear the song that has, ""baby shark, doo doo",106
i want to hear something hilarious,36
i would like to know the timezone for britain,66
could you ask the question again,13
"""can u set a timer for 5 minutes",32
how do i ask to have a vacation,97
let me know the ingredients i will need for pasta making,112
i need an uber to madison square garden,39
can you give me the carry-on rules for american airlines,62
do you know why my card was declined at target i can't figure out why,49
what's the funniest thing you know about artificial intelligence,36
"use my navy federal account and pay this month's verizon bill, please",111
direct me to the closest starbucks near home,72
how much state taxes do i owe,94
please call me by this new name,144
are you older than me,99
send 1200 dollars between usaa and navy federal accounts,133
is there traffic on route to work,24
what do you think about changing your name to heath,55
tell me the result of a dice roll with five sides,92
how is the traffic on the way to work,24
please get connected to my phone,130
how much gas do i have,110
when's the next time i get paid,79
locate my phone,81
a rental car needs to be booked in nashville,40
"nutrition information for chicken nuggets, please",1
what is al's age,99
what is the process of making a vacation request,97
do you know what timezone italy is in,66
which vaccines are meant for cuba,52
what ingredients are in antipasto salad,112
what time i have to meet mr accountant,19
let me change your name to dina,55
what's the cost of my dte bill plus my electricity bill,27
compile a folder of paintings of sparta,42
let me know the amounts i owe for my utilities and tuition bills,27
is grocery shopping on my reminders list,76
i need to call mark,25
"you can remove the wedding from my calendar for march 12, 2019",105
my discover card has been stolen,12
what is the exact date of your birth,99
i need to know something about my latest transaction,68
can you share the meaning of life,22
what is the expiry date of my credit card,44
i need to know my rewards balance on my discover card,50
i need to call my coworker,25
i do not have flour so will you order me some more,16
what is the process to apply for a visa card,91
where can i find my gas tank,110
i think someone jacked my bank account,70
i need to know when should i get my tires changed next,47
play the song called dancing on the ceiling,106
try to speak slowly,119
what kind of oil do i need to get and use for my car,3
bye now,114
should i call you something in particular,75
i have a reservation for strip house for jennifer that i'd like to confirm,85
i need to redeem my visa points,6
tell me about the candidates running for local office in my area,42
how do i ascertain when my next insurance payment will be,56
how much is the pay offered for my work,93
on what day do i pay my car payment,56
when do i need to get my tires changed,47
is there anything real about you,117
i'm going to need to meet with scott at 1pm,18
what is the carry-on policy for flights on transaero,62
what's the prep time for a garden salad,86
activate direct deposit to chase account,108
can you play elvis,106
what's the meeting room availability between noon and 2,18
maybe is what i am going to answer,121
would you give jenny a call,25
do i need a socket converter in england,120
can you set me up for a reservation for five at outback steakhouse on february 28th at seven pm,23
i need a new accent male british,51
what time did my daughter get home from her date,42
at what point will this flight start letting people board,80
i need to change language to spanish,29
how do i unlock my bank account,2
can you read the things on my shopping list,43
can you please let me know the status of my capital one application,103
how much have i spent on tires this month,71
give me a list of grocery stores that sell japanese sweet potatoes,42
request pto from march 8th until march 11th,97
what is intercontinental mean,139
i need to order new checks,127
when does my milk expire,54
inform me of the calorie content of vanilla ice cream,135
have i added my doctor's appointment to my calendar,60
can you give me instructions on how to make alfredo,104
i switched companies and need to rollover my 401k,100
what’s the name of this song,21
timezone in salt lake city,66
what do i need to do to rollover my 401k,100
please switch to whisper,14
let me know when you were born,99
why is there a hold on my edward jones account,2
say my credit score,69
what is 400 times 2,138
give me a amusing fact about wolf,129
does bank of america charge transaction fees if you use it in canada,137
who is the coach of the chicago bulls,42
"hello, how is it going",82
i must know where to get my w2,122
what was it i wanted to remember,76
what date do i have to pay the phone bill on,56
do you have any hobbies to speak of,15
has my vacation time at work been allowed,101
what potential hazards are there for going to spain,128
i have to transfer from one account to my other one,133
can you walk me through setting up direct deposit,108
how should i prepare to change my own oil,3
i keep trying to figure out if i have enough money in my chase account to purchase a new set of tires,35
add pepsi to my shopping bag,125
whats the definition of transmute,139
what has my income been like,93
"check status on my deliver, has it been delivered",84
what is 4 x 4,138
who is available to check why my check engine light is on,131
tell me my salary please,93
how much did i spend on food,71
i do not actually need my reservation anymore,67
can you order more chapstick i am all out,16
can you find me a decent hotel in denver,116
can you tell me the name of the insurance plan i'm a member of,74
i do not know the answer to that,121
can you confirm my reservation for chillis at 8:00,85
set a reminder for me to do this in a bit,53
what can i buy with credit card points,6
i want volume set to 4,150
"describe the meaning of ""dog",139
i need to transfer one thousand dollars to my savings account from my checking,133
go back to your original settings,88
i don't know for sure,121
do you call me a certain name,11
what is the status of the application for a credit card i put in,103
is it true a hard pull hurts my credit score,28
i need a credit raise by 1000 dollars,109
what type of plugs do they use in london,120
find me a book on motivational speaking from amazon,42
could you get everything on my shopping list,16
has the application i put in for a new visa been processed,103
delete soda from my shopping list and add water to it,125
what kinds of taxes am i facing,94
how many points did my visa earn,50
help me convert feet into miles,31
can i cancel my reservations please,67
thanks a lot,124
how many points have i earned with my amex card,50
thanks for the help!,124
do you have any idea if the flying wing does reservations,9
what time is it now pacific time,4
speed your speech up,119
do i need an international visa to go to malaysia,59
what is the traffic nearest lexington,24
my shopping list contains what,43
reset to factory default,88
i want to pay my rent bill,111
what would be good for dinner,46
what type of fuel does my car need,8
how many chores are on my todo list,48
can i put in a pto request for august 1st to august 10th,97
do i have enough gas to take me home,110
i need to know if i have reservations at arufflo at 5 pm,85
tell me something amusing,36
what is the year that were you born,99
i recently took a new job and need help with my 401k rollover,100
can i change the voice to male,51
figure out for me when i ought to change my tires next,47
set the ceiling fan to low,10
how do i use my credit card points,6
with my phone please pair,130
please tell me what the mpg is for this car,142
how might i go about jump starting a car,17
please set a timer for 6 minutes,32
when do i need to pay my dte energy bill,56
are things going well for you,82
what are people saying about chipotle,0
change your name to ginger,55
what is the meeting schedule today,19
has my card application successfully gone through,103
thank you for your time,124
do you know where the luggage for people on panam flight ab123 out of tuscon is,113
i need an uber pool from home in the morning at seven to the capitol building,39
text mark and tell him to leave now,26
what type of nutrition does spaghetti have,1
"what type of insurance plan am i enrolled in, please",74
when is next month's cable bill due,56
"i'd like an uber for 6 people, going to walmart",39
can i ask you all different types of questions,115
can you help me find out how to get a new credit card,91
do i meet with joan today,19
what do i need to do to start direct deposit,108
forget what i told you to do,147
what is my expiration data for my card,44
are car rentals available out of new york from march 2 to march 3,40
instruct me what to do,48
what is the carry on limit,62
i need to change the language to french,29
throw mopping onto my to do list,65
how long will the turkey take to cook,86
please use your whispering voice; i need quiet,14
when do i have to renew my card so it doesn't expire,44
i got to know how long can i keep pizza in the freezer for before it goes bad,54
can you provide me my credit score,69
do you like appreciate cats or dogs more,34
can i deposit a check,42
what is my apr,132
how good are the ratings for red robin,0
"i am now out of checks, how do i order new ones",127
"would you repeat that, please",13
does mexico require me to have a visa to travel there,59
how can i change centimeters into inches,31
i would like to know what my income is,93
how much money can i transfer today,133
"what do you do when you're not working, for fun",15
does sidetracks take reservations,9
bye for now,114
how long will i stand in line at carl jr's,102
many thank,124
rolling over my 401k help,100
pay my water bill from my checking account,111
how many points do i have in total on my marriot rewards card,50
take grocery shopping off my todo list,65
what is the reason for frozen status on my bank account,2
"i don't have sour cream, can i use yogurt instead",134
does delta have any carry-on restrictions,62
where would i search for my location,136
is tomato on my shopping list,43
"one or the other, or both",121
how old are you as of today,99
what is the location that td bank has their routing number listed,45
call aj please,25
i'm curious what health plan i'm on,74
i'd like to know how to spell cemetary,73
"i need to get new insurance, how do i do it",64
thanks a million,124
"search for a flight from nyc to la on march 1, returning on march 5",63
text audrey and tell her i will be there soon,26
what kind of insurance plan am i in,74
when should i change my car oil,123
how much time is left until we get there,78
grab me a new belt on amazon please,16
i prefer female voice now,51
how can i get a new card that got melted in the sun,87
"please roll the dice, ai",92
please book me a room in austin from tomorrow to the 2nd,116
what's the total amount i've spent eating out in the last two weeks,71
can you tell me what benefits i receive with my insurance,74
what recreational activities do you enjoy,15
can you cancel my reservation on tuesday for chris at stella maris,67
who do i complain to about my luggage not arriving at the airport,113
don't continue with what you're doing,147
can you set a reminder for me,53
where's my package,84
tell me a cool fact about reno,129
can you please change you accent to the male british one,51
is my 10am village inn reservation valid,85
how good are the ratings for applebees,0
have i added anything to my todo list,48
is it safe to travel to china,128
has my maternity leave been approved,101
how many days do i have to wait for my card,90
would it be a problem to sub chips instead of fries,134
what ingredients do you need to make lasagna,112
where can i find information on oil changes for my car,123
repeat what you just said,13
"when you talk to me, use bob",144
who in the area can inspect my engine light,131
abort running program,147
i didn't understand you,13
how healthy is tomato soup,1
i would like to try and confirm that i have a reservation at la palapa for bolding,85
would you tell me the interest rate,7
tell me how to retrieve my pin number,89
is a travel visa required to visit paraguay,59
"in canadian dollars, what is $30",38
i have an appointment on the 5th put it on for 5pm,105
later!,114
how long should i cook chicken,86
i must schedule somewhere get my tires checked out,131
repeal the dinner reservation,67
let lisa know where i am now,58
tell fred that i don't have his guitar,26
what are the nutrition facts for macaroni and cheese,1
how can i go about finding my location right now,136
do i need to protect myself with some shots for a trip to vietnam,52
"i cannot locate my phone, can you help me",81
what is the expiration date on my credit card,44
"i think dan scheduled a meeting today with me, can you double check please",19
should i get a travel visa for spain,59
hey ai cancel it now,147
please check to see if my vacation request has been updated,101
what number of vacation days do i have at my disposal,126
using my card in tulsa won't cause me to be charged extra will it,137
i'd like a meal suggestion from thailand,46
send a notification to my bank of my travel dates from february 19th to 26th to peru,146
how are yards converted to inches,31
please give me the name of a few good options for places to eat dinner tonight,145
can you roll an eight sided die and tell me what it comes up as,92
tell me my current gps coordinates,136
whats the next day that i am off,140
so how long do you think the chicken will take,86
am i low on gas,110
how to locate my credit score,69
if i use my card in denver will i get charged extra,137
please check my tires and let me know if i have sufficient air in them,98
change your language setting to chinese,29
that is incorrect,30
has my mastercard application gone through the process,103
how much have i spent on starbucks since the beginning of 2019,71
i am not sure how to pay my phone bill and need assistance,111
tell me my current health plan,74
what can i do to get rid of this event,105
please connect yourself to my main phone,130
it was great chatting with you,114
what's the weather today,5
what was wrong with my card yesterday,49
book me a flight from midway to jfk for less than 200 dollars,63
what are the reviews like for la camelia,0
what paperwork will i need to visit northern ireland,59
set up a meeting with frank at 2pm,18
what are some things you like to do,15
what's the status of my american airlines flight,80
where's home for you,77
when is that meeting with kara,19
how many carry ons are allowed on a flight with wow to iceland,62
are you a computer,117
what is the status of my online order of coffee pods,84
what's the current location of my package,84
set a timer for 5 minutes from now,32
what's the best way to build a skyscraper,42
i need you to tell me what time it is in new york now,4
quiet now,147
i would like to see the transactions i made last week,68
"change my credit limit, please",109
i need to talk to someone about a fraudulent activity on my card,70
what is the calorie count in a cookie,135
can you check how many miles i walked today when i was out get the info from my phone,42
what's the time,4
how high of a credit limit do i have on my amex card,41
how man z's are in zombie,73
"do ducks eat meat, vegetables, or both",42
can you find me a recipe for pie,104
how do you make pasta,104
what do you enjoy doing in your leisure time,15
what is showing on my calendar for the 17th of march,60
can you get rid of my trip to the zoo from my calendar on march 1st,105
what type of gas does this car need,8
i have been spending a lot on utility bills lately,71
i am trying to find out when is the next payday,79
when can i expect my new card to get here,90
"no, don't do that",30
how many people died in yesterday's storm,42
i would like for you to confirm my reservation for red robin at 5 pm,85
what alerts are listed for traveling to paris,128
what is some trivia question about coffee,129
how much vacation have i taken,148
which subjects are you the most experienced with,115
do i need to inflate my tires,98
"erase get a haircut from my to do list, please",65
oranges expire in how long,54
is there really a meaning of life,22
i would like to switch to a different insurance plan,64
flip a coin i'm calling heads,33
how long would the wait at the restaurant be,102
how long does it take to get to phoenix by bus,78
what is needed for setting up direct deposit,108
speak in a male voice,51
quieter please,150
"i ordered some curtains off amazon, can you tell me if it's been shipped yet",84
what do you enjoy doing while not working,15
how old are you exactly,99
what my fuel tank at,110
is kaya very busy at 5 pm,102
please be quiet now,147
set up an alarm,83
tell me how i know when i need an oil change,123
what's my tires' air pressure,98
does england have a different plug type and if so what is it,120
start using whisper mode,14
skip to the next track,118
are there any sushi restaurants in reno that have good reviews,145
are you able to answer algebra equations,42
did my order ever get distributed today,84
where are you from if i may ask,77
"hey, anyone seen my w-2",122
i need to tell bank that i am taking a trip to asia,146
i need you to order a new pair of eyeglasses for me,42
what're my wages for the week,93
how healthy is rice,1
where can i get a appointment for a tire check for the car,131
i'm afraid i don't know how to answer that,121
let me know every meeting i have scheduled today,19
can you get me a table for 2 at mexico viejo at 3pm,23
i would like you to add milk if it is not on my shopping list already,125
what timezone is boise in,66
how long can i expect chicken breast to be good for before expiration,54
how much are the foreign transaction fees in brisbane,137
i need to know how many vacation days i have used up please,148
i love dad jokes can you tell me one,36
can you tell me dollars to franks,38
my credit card was stolen; how long before a new one will arrive,90
is there traffic on i-95 north to new york from philadelphia,24
switch language for me,29
how do i get a personal w2 form,122
do i have enough gas to get to buffalo,110
put volume at 4,150
how many vacation days do i still get,126
how much can i spend on my visa card,41
what is my money market account balance,35
add games without frontiers to my week 5 playlist,141
you talk too slow,119
i need to get a mastercard somehow,91
are there any events on my calendar for january 1st,60
it's time for me to call drew,25
i would like to know how to say hello in french,61
what are the foreign transaction fees for cuba,137
who do yo work for,57
report lost card to discover company,12
what date do i get paid,79
how do i apply for new insurance,64
what sort of things are you able to help with,115
tell me the timezone that spain is in,66
does iron maiden have any new releases,42
what's the food can easily get in canada,145
can you help me understand why my card got declined,49
how do i stop the beeping noise when my seatbelt is off in my honda civic,42
what is the day off request status,101
"can i get my credit limit increased to $15,000",109
so what subjects do you like,115
what things can you help me with exactly,115
should i increase my credit limitfor cardx,109
add american idiot by green day to my playlist,141
how many calories are in oranges,135
can you order underpants for me,16
can i get a credit increase for my visa,109
i must change your name to amanda,55
tell me a joke about jobs,36
"today my electric bill will be paid, or should be",111
get me instruction to change oil,3
how do i find when my cable bill is due,56
are there any meetings on my calendar today,19
can you text the sgt adam and tell them i found the missing girl,26
is it possible to rent a car from laguardia from tuesday to friday,40
do i have any meetings today between 9 and 10:30,19
please play my list of reminders,76
could you start a timer for me,32
tell me how to redeem my credit card points,6
what is the amount on my comcast bill,27
what's the caloric content of an apple,135
put we are the champions to my running playlist,141
are more than one carry on allowed at klm,62
is there any rain in the next 3 days,5
how long is the wait at orchids,102
i need an uber to the movies,39
please go back to your factory settings,88
"i need to order checks, so can i order some new ones",127
what day is the next holiday,140
please add alarms at 430am and 1030am,83
how do i see my credit score,69
where is the location that you were made,77
has my vacation request been updated,101
what sort of stuff do you know,115
put rice and pudding on my shopping list cause i need them,125
"i can not use my card, it is damaged",87
can you set me a reminder,53
what's on my calendar for march 20th,60
tell me a joke about baseball,36
repeat what the weather will be like,133
can i have your name,75
set up a report for a lost card,12
i want a 10 minute timer,32
add what i am listening to to my road trip playlist,141
what is the remainder of my starbucks rewards balance,50
how do i get to the bowling alley by foot,72
what is the best way to kill microbes,42
assist me in getting a car rental,40
what are my insurance perks,74
can you play the song that starts with doo doo doo,106
you're talking too quickly for me to understand,119
roll a fourteen sided dice exactly,92
what kind of pto have i used,148
that's completely false,30
is that place busy around dinner time,102
does acero in maplewood allow reservations,9
can someone take a look at my car because the check engine light is on,131
what time is this flight supposed to land,80
fold my hand,42
do i need a visa to go there,59
how can i jump start my car,17
is there a fee for using my card in portland,137
how long is it until my credit card expires,44
change your name to fred,55
thanks bye bye!,114
what is 20+ 5,138
what is the process for jump starting my car,17
what is the traffic like at the closest safeway grocery store,24
when did i get my last paycheck,79
what's the now playing song that we are listening to,21
did the stock market finish up for the day,42
i need to know the calorie content of spaghetti,135
please confirm my reservation for morton's at 5 pm,85
can you see the second right inside the fridge,42
turn volume up to 4,150
how many swedish kroner do i get for a dollar,38
what would you like to call me,11
what is the song that is currently playing,21
how can i say thank you in spanish,61
can you assist me with reporting that the atm nicked my card,87
can i make your name different,55
how much money have i spent this month,71
i want to update my pin number on my bank of america account,89
let's skip over this song and listen to the next tune instead,118
i would like to book a place to stay in phoenix from the 5th to the 9th of march,116
i vote yes,107
put words on the paper about what you want,42
what's the amount of my income,93
"tell me when i need to replace my tires, if i replaced them on october 1, 2017",47
flip a fair coin i win if it's tails,33
are over the ear headphones better than in ear headphones,42
"name this song, please",21
i would like information on france's timezone,66
can traveling to nepal be safe (what's safe in x),128
please put a freeze on my banking account,20
"ai, where do i go to order checks for my usbank account",127
was the god osiris a titan or an old god,42
i wanted to remember what again,76
who created you,96
what's the meaning of a fortnight,139
what is the weather report for seattle,5
who do i report to if my credit card snaps,87
please let me know how to change the oil,3
how many generations of pokemon are there now,42
how little can i pay on my phone bill,143
i need a hotel room that can host 5 people from tomorrow to saturday in denver,116
i need to know what traffic is going to be like at 3:00 pm on the new jersey turnpike heading into camden from north jersey,24
"in making an omelette, what ingredients do i need",112
how many dollars can i get for 20 yen,38
get my back to factory settings,88
can you confirm my reservation for dave at outback steakhouse,85
tell me how long it will take to prepare a lasagna,86
i need to know what dominate means,139
what's the limit on my american express card,41
can you help me spell facetiousness,73
how do i increase the limit on my visa card,109
how can i benefit from using you,115
i wish you were here earlier,124
has everyone come home from school,42
share with me a fun fact about outer space,129
"my luggage is lost,what do i do now",113
"i need a report form for my damaged, demagnetized card",87
what can you tell me about flight dl123,80
i want to submit an application for a barclay's card,91
i want to fly to atlanta for under 300 from pittsburgh,63
can you get me simple instructions on how to do an oil change,3
advise me of my income,93
yes please,107
i want you to order everything on my shopping list,16
when should i get new tires i last replaced them four years ago,47
"i am in need of an oil change, set an appointment",131
401k rollover help,100
i need trip to the zoo on the calendar for june 4,105
how many carry ons can i take on a flight with delta to mexico city,62
tell me when today's meeting is supposed to happen,19
what is a good beef recipe,104
what southwest flights are there for lax to sfo arriving april 1st and returning april 7th,63
do i have a car wash scheduled on my to do list,48
"i lost my card, what do i do next",12
is there anything on my todo list for taking out the trash,48
"how many vacation days do i have saved up, please",126
how can i request a vacation from work,97
goodbye to you,114
can you alert me at 6 in the morning,83
"coin flip, choose heads",33
i've told my financial institution that i'm in africa from august 6 to december 5,146
i need to report some fraudulent card activity,70
on flight america airlines in o'hare lost luggage,113
what sort of things do people do in new york,149
how much money a year do i spend in taxes,94
add corn to my shopping list and remove wine,125
how healthy is salad,1
"how can i protect myself from ""nigerian prince"" scams",42
i have no knowledge of that,121
use your indoor voice please,14
will the restaurant be busy at 5pm,102
does this car get good mpg in the city,142
i am changing over to italian now,29
is flight dl123 on time,80
"about something,tell me some trivia",129
i need to know what my limit is on my american express card,41
oliver garden reviews,0
has there been any notice that my card app has been looked at,103
give me directions to the nearest gas station,72
"ai, what is the routing number for my citibank savings account",45
cancel whisper mode,14
can you tell me my current location,136
how much money did i spend yesterday,71
i need to change my pin number for my checking account,89
what sorts of vaccinations should i get prior to a trip to hong kong,52
tell me about the reviews for chilis,0
what is the gas level in my gas tank,110
i need to know the content of my list of reminders,76
tell me how to spell curiosity,73
clear my calendar for february 29th,105
i want you to speak in french,29
what is the caloric value of a cookie,135
how much has the dow changed today,42
can you set the temp to 69,10
can we play the next track,118
what timezone is britain in,66
when am i paid,79
"help me, i forgot my pin number",89
is butter a substitute for oil,134
read my reminder list to me please,76
text john with the message 'where are you,26
tell me where you're made,77
go to the next song and play it,118
what is the amount of balance i have to pay on my bill,27
check my calendar for 30th birthday party,60
how many reward points do i have available to redeem on my visa,50
can you notify my bank that i will be traveling to mexico between march 1st and 15th,146
find me the location of the nearest gas station,72
what are the things that i wanted to keep in mind,76
how did you come to be you,96
use my shower playlist,106
can you tell me how much i owe on my cable bill,27
is there enough air in my tires,98
please check my credit limit on my visa,41
please change my name,144
"there's something fishy on my card, report it",70
could you please put a stop on my bank account,20
what's the title of this,21
what do you do if you can't stop vomiting,42
tell me your birthday,99
report that the card has been wrecked,87
what should i do if my car battery is dead,17
how long before the replacement card is mailed to me,90
is my gas tank full or empty,110
so how can i hurt my credit score,28
i think i'd like to apply for an amex,91
how are you named,75
"how old are you, again",99
search my calendar for birthday party,60
cancel that reservation for 8 at barney's,67
can i get a timer set,32
tell me if taco bell takes reservations,9
what is the apr on my first bank card account,132
what place were you born,77
please measure my tire pressure,98
at what point will the review of my credit card application be completed,103
nice to see you again,114
what's the annual rate on my discover card,132
what do you like to do when you have spare time,15
i need to take a flight from florida to alabama on january 25th and i need to get back by the 30th,63
how many cups are in 4 quarts,31
my luggage is missing i was on american airlines flight ab123 out of dallas,113
what amount of time do i need to cook lobster for,86
what is my name saved under,11
get out of whisper mode,14
do they take reservations at applebeesi,9
tell me when i last got paid,79
can you check to see how busy that restaurant is for dinner,102
please make a call to stefan larson,25
how much gas to i have left,110
tell me the song that is currently playing,21
how many dollars is one mexican peso,38
can you see what the budget for the united states military was in 2018,42
what meal from italy do you suggest,46
"i'd like you to book me a room in austin near google's headquarters from january 01, 2020 to february 02, 2020",116
add change filters to my to do list,65
is it ok to substitute spinach for lettuce,134
i wish to know the next holiday,140
clear my calendar for this friday,105
ok,107
i need to know when's the next holiday,140
what is the necessary amount of time required to prepare pot roast,86
what kinds of things would you be able to help me with,115
when did i take my car to paul's auto last,37
what location is this,136
tell me my car's gas mileage please,142
can i move some money between my two accounts,133
you can call me james,144
do i need to get a visa for russia,59
is traffic bad on the parkway,24
what day were you born,99
can you speak to me in french,29
engage whisper mode now,14
"throw eggs on my shopping list, please",125
clue me in on my credit score,69
what plug types are there in cuba,120
play the song after this,118
please assist me by making a pto request for march 11-18,97
can you read my gas level,110
can you tell me how do i get new insurance,64
you were built by who,96
im going to call you xander,55
is a visa needed to go to mexico,59
what's your design company,96
use your quiet voice,14
how do you convert pounds to kilos,31
how does this car do on its fuel,142
i need an uber please,39
please dial david now,25
can you stop speaking,147
would you please increase the speaker volume,150
how many ounces in a cup,31
i need to know favorable reviews about boston restaurant,0
how many calories are in chocolate ice cream,135
the reservation i have isn't needed any more,67
i need to remove fishing from my calendar for soccer,105
report lost card,12
what rental insurance policy do you recommend,64
can you have your name changed to fred,55
do i have any due bills and how much,27
are there vaccinations needed if i go there,52
do you have a way you like to be referred to,75
i must know what is currently on my calendar for friday the 1st,60
i need for you to remove milk from my shopping list and add bread,125
i need help locating my phone,81
will you please repeat what you said,13
compare prices of malt-o-meal to kelloggs,42
what is the average time to go between oil changes,123
i dropped my card in my gasoline and the printing wore off,87
will they take reservations at torris,9
how does this car do with mpg in the city,142
can you help me booked a car in london,40
why was my card got declined when i am trying to pay for dinner when i am in vietnam,49
schedule me an appointment to get my tires checked out,131
look up how high my visa limit is,41
what's my flight's eta,80
can i use flour instead of cornstarch to make gravy,134
when will it be in 10 days,95
"i need help spelling ""exquisite",73
place an order for my whole shopping list,16
"i can't locate my mastercard and i want to report it as lost, please",12
please answer the phone and put it on speaker on the tv,42
what does ajar mean,139
what place do you come from,77
how can i cash out my rewards for a visa card,6
what should i get at a mexican restaurant,46
who gave you your name,75
can you schedule a meeting for me,18
can you do a coin flip for me,33
could you please reset your factory settings,88
please confirm my reservation for dinner at gusto handcrafted pasta & pizza at 6:30 pm,85
when is babysitting on my to do list,48
can you check what fuel type to use with this car,8
please don't talk any further,147
what sort of hobbies do you enjoy,15
how do my health benefits work,74
"if my car battery is dead, what action do i need to do",17
what company did this design,96
please roll this 8 sided dice,92
what time am i meeting john,19
setting up direct deposit,108
i want to only use the whisper sound,14
can you find me a recipe for honey ham,104
"suggest a meal from burma to me, please",46
id like a room in jacksonville near the stadium between january 1st to 3rd,116
access my checking account and update my pin to 1234,89
"in six days, what will it be",95
tell my bank i will be travelling to the caribbean,146
can you get me a table for 5 at outback steakhouse at 6:30pm,23
what benefits do i get from insurance,74
"what's the right way to spell ""emolument",73
have i been spending a lot on shoes lately,71
"i want to go out to eat but have no idea where to go, do you know of any places",145
what are the thing i told you to help me remember,76
when does my oil need some changing,123
what is 562 times 400,138
how much gas does my car currently have,110
could pizza be healthy,1
let me know if i can use ketchup in place of the mustard,134
what's my irs bill going to look like,94
hey do you know how to jump start a car battery,17
where is the nearest k mart,72
check battery health on this device,42
tell me what i have in my money market account,35
i'll need you to set a timer for 10 minutes,32
how much time does it take a new card to get mailed to me,90
set a 2 minute timer,32
please look into the current wait times at chili's right now,102
can i find out my checking interest rate online,7
not sure if that's a yes or a no,121
turn the volume to level 4,150
the volume should be decreased,150
please show me my recent transaction,68
how can i change information on my insurance policy,64
is it possible to increase the credit limit for my discover card,109
will you put change the light bulbs on my list of things to do,65
can a samurai sword deflect a bullet,42
can you tell me the minimum amount due on my visa this month,143
what do i need for a plug in wales,120
is there any money left,35
now i'd like for you to return to the original settings,88
what would you like me to call you,75
when will my delta flight depart,80
can i get vacation day totals i have left,126
ai answer my questions with my name first which is deb,144
do you know the ingredients used in homemade chicken soup,112
look up the status of the order i placed online,84
what's my discover card reward balance,50
say it one more time please,13
"talk slower, please",119
please tell me the types of pets you have,34
what's the date 32 days from now,95
tell me nutritional info for beans,1
could you submit a pto request for me from dates oct thirty to nov second,97
can you tell me what the next day is,95
tomorrow i need an alarm at 7 tomorrow,83
i need to know the conversion between teaspoons and tablespoons,31
what's the name of this song i'm listening to,21
is there traffic on my way to work,24
are vaccinations needed for trips to guana,52
how many quarts are in a gallon,31
"great, thanks!",124
make the settings go back to the original,88
how's the weather in seattle,5
take work from my calendar for may 7th,105
take my lunch plans off the calendar for march 13th,105
where do i locate my routing number for my premium checking account,45
what are the fees to use my card in nigeria,137
time taken to reach doctors office,78
what is six divided by 16,138
how much do i owe in bills,27
what's the amount of time i've taken off work this year,148
how much have i spent on bills recently,71
are you from here or somewhere else originally,77
can you get me recipes for eggs please,104
thanks for helping me,124
it appears my luggage is lost,113
do you have a nickname,75
please find out if rooms are free from 1 to 2,18
how much flour do i need for a strawberry cake,112
unfortunately it would appear that my luggage is totally lost,113
i think my visa card was stolen,12
how can i get a hold of my w-2,122
mind connecting to my phone,130
what is the amount i owe to clay electric,27
dial the last number that called me,25
are you employed by someone,57
what kind of gas is required for this car,8
what do you like to do besides work,15
do you know if whether or not zeus does reservations,9
what is bitcoin trading for currently,42
help me find things to do in nashville,149
which insurance plan do i have,74
"please, no",30
please put a hold on my retirement account right now,20
i'd like to me told the meaning of life,22
is the united states a democracy,42
how do i get a new pin,89
how many teaspoons in an ounce,31
how's my day off request looking,101
i need to know how much i make at my job,93
would you mind switching to whisper mode,14
that isn't correct,30
do you have a name i can use,75
swap my amex pin to 1234,89
what's a good joke,36
what are the total calories for two servings of pasta,135
what do i do to set up a vacation,97
good night,114
how long do i have to pay that bill,56
what name do you want to be called,75
do i need to get vaccinated to go to thailand,52
i need a table for two at the havana at nine,23
what are the current prices for mushrooms,42
how much of a refund will i get this year,42
how much are taxes in my state,94
what's the expected calories in a cream filled cookie,135
how much do my bills cost this month,27
can you recommend thai food,46
does cielo have good reviews,0
who won the patriots game last nightu,42
am i approved for vacation yet,101
how expensive is it to fuel this car,142
can you tell me the weather forecast,5
don't have any idea,121
can i rent a car from dfw airport from march 1st to march 8th,40
submit a request for pto for the dates may 5th to the 12th,97
book uber from here to downtown,39
detroit is in what timezone,66
you must tell me your name,75
which plug is used in japan,120
tell me the type of fuel my car takes,8
i'm having trouble scheduling a meeting,18
get rid of my 4 pm reservation at the steakhouse please,67
tomorrow i need the alarm to go off at 5,83
what's your full name,75
write a text to kim saying no,26
i just changed jobs and need help with my 401k rollover,100
i need to know when i must pay my car bill,56
i need help with some fun tourist things to do in tokyo,149
can you help me find my cell,81
can i use my credit card point on amazon,6
what does 6 x 1 equal,138
